PMAID,the_geom,RESERVED1,GIS_AREA,GIS_LENGTH,GIS_EDT_DT,BALLFIELD_,NAME,SPORT_TYPE,FIELD_SURF,FIELD_LIGH,FIELD_ID,OVERLAPPIN,PARK_NAME,FACILITY_I,FACILITY_N,RESERVED2,RESERVED3,NOTES,LINK_1,LINK_2,LINK_3,AMWOID,SHAPE_AREA,SHAPE_LEN
380,"MULTIPOLYGON (((-122.32490285761783 47.6422066401647, -122.3249313454564 47.64218906111025, -122.3249610596129 47.64218931505104, -122.32496579667546 47.64217978644494, -122.32524132888473 47.642186278959755, -122.32530493302421 47.64218562903619, -122.32573601244214 47.64219004509349, -122.32573576077176 47.642252009617835, -122.3257357124683 47.64236651563186, -122.32572856667329 47.64238283368032, -122.32569768342333 47.64243868763185, -122.32565800836487 47.642491944938456, -122.32561001067974 47.64254197576488, -122.32555425798009 47.64258818843125, -122.32549140959652 47.64263003641099, -122.3254289030406 47.6426637957104, -122.32536177976608 47.642693229696754, -122.32529069267247 47.64271805206626, -122.32521633321844 47.64273802137183, -122.32513690789035 47.64275333968678, -122.32508743101171 47.64275997775427, -122.3250374393551 47.64276452506975, -122.32501693695083 47.642765775147076, -122.32497288444546 47.64270622854669, -122.32493620094345 47.6426444424593, -122.32490713319892 47.642580832538094, -122.32490033261843 47.64254974293641, -122.32489745872985 47.64251837553729, -122.32489910803172 47.64248162034948, -122.32490632767706 47.6424443224586, -122.32490981088584 47.642406780516254, -122.32489685573405 47.64223347125271, -122.3249033562235 47.64222894294386, -122.32490285761783 47.6422066401647)))",,35243.43766878,729.4641763,10/21/2014 12:00:00 AM +0000,801,Rogers Eastlake,Baseball,Grass,No,1,No,Rogers Playground,1850,Ballfield,,,,,,,ATHLFLD-ROGPG,0,0
353,"MULTIPOLYGON (((-122.3002816793107 47.60669334478318, -122.300281580838 47.606681688129, -122.30028120969307 47.60668230104412, -122.30025909851865 47.606682383707856, -122.30022850431037 47.60668311819333, -122.30022763445255 47.60656703595592, -122.30022623146105 47.606379943424585, -122.30022610748324 47.60636506922808, -122.30026429375745 47.60636511666761, -122.30027464110462 47.60636510470719, -122.30054091848483 47.606364789331636, -122.30057527093871 47.60636412324338, -122.30066539507233 47.60636237447108, -122.30066912363542 47.60636718602913, -122.30068956643736 47.60637011687198, -122.30068988595414 47.60638149539855, -122.30068956258812 47.60638960497083, -122.30068998972666 47.60640456431928, -122.30068990418822 47.60640478582458, -122.3007069421367 47.60640466684851, -122.30073687902245 47.60640463879979, -122.3011556322266 47.60640424367901, -122.30116759447621 47.60640423239462, -122.30117253041179 47.606461723502925, -122.30116852278555 47.60651924762599, -122.30115561577772 47.60657617019213, -122.3011349459985 47.60662974827219, -122.30110639104686 47.60668164326046, -122.3010702421239 47.60673132589411, -122.3010268678826 47.60677828947199, -122.30097671066862 47.60682205502264, -122.3009202820096 47.60686217618944, -122.30090281633386 47.606873076129695, -122.30084321686913 47.606905883046096, -122.30077929216795 47.60693472650691, -122.30071161653672 47.60695934737641, -122.30064079798373 47.60697952445514, -122.30062636985225 47.606982996759655, -122.3005450234156 47.60699882761059, -122.30046167962654 47.60700883631536, -122.3003772470014 47.60701291377067, -122.30033033106557 47.60701260021325, -122.30028352051085 47.60701045183465, -122.3002816793107 47.60669334478318)))",,43169.69519287,850.79478206,10/21/2014 12:00:00 AM +0000,801,Garfield,Baseball,Grass,Yes,2,Yes,Garfield Playfield,940,Garfield Ballfield 02,,,,,,,ATHLFLD-GARPF,0,0
444,"MULTIPOLYGON (((-122.28087730228087 47.68034377829475, -122.28087725853099 47.68034325978472, -122.28087685957911 47.68033831078801, -122.28087685541286 47.68033825686529, -122.28087660590259 47.68033484697482, -122.2808763312297 47.68033067724696, -122.28087632613652 47.68033059005104, -122.28087590674703 47.68032304238642, -122.28087590228411 47.680322929993864, -122.28087589536223 47.680322777150785, -122.28087564474666 47.680316936570925, -122.2808755887192 47.68031540347465, -122.2808755872913 47.68031535221593, -122.28087558593857 47.68031530365503, -122.28087537591465 47.68030776412568, -122.28087535875716 47.68028524660198, -122.28087594224289 47.68026841497902, -122.28163372056571 47.68026052797456, -122.28163255608942 47.680238581879074, -122.2818147808493 47.680235996515904, -122.28194304788141 47.68023417603597, -122.28194236469169 47.68021224901174, -122.28201749025891 47.6802111832193, -122.28201745122249 47.680210643059375, -122.28209934244413 47.680209480397224, -122.28210131205961 47.68025112456814, -122.28215786246494 47.680293804650866, -122.28221903893622 47.68029371133725, -122.28221919585212 47.68034037850357, -122.28221938739013 47.68039722144216, -122.28218691092681 47.68039727097213, -122.28218718981016 47.6804799896339, -122.28215877380057 47.680480431023675, -122.28215910395856 47.68057851140703, -122.28217166690597 47.6811168147071, -122.28216350779125 47.68111715234781, -122.28211603219991 47.68111838212362, -122.28204890787552 47.681117986047475, -122.28204889589071 47.68111798619986, -122.28199691351531 47.68111595822135, -122.28191685317977 47.681109869271694, -122.2818375641993 47.68110021890959, -122.28175939358015 47.68108704936966, -122.28174935198008 47.68108508545915, -122.28174912022736 47.68108503892742, -122.28173933407776 47.68108306367247, -122.28173913978654 47.6810830229617, -122.28172934386818 47.68108098395889, -122.28171937999458 47.68107884543604, -122.28171912668499 47.681078790182355, -122.28170944386393 47.681076650784846, -122.28170923070412 47.68107660221748, -122.28169953540093 47.681074397307455, -122.28168965598748 47.68107208678551, -122.28168938242761 47.68107202189361, -122.28167980695522 47.6810697192021, -122.28167957628366 47.68106966366059, -122.2816699869976 47.681067295473454, -122.28166020005946 47.6810648137502, -122.28165990486758 47.68106473743845, -122.28165044352768 47.68106227586479, -122.28165019660074 47.681062210634266, -122.28164072006554 47.681059681783374, -122.28154387434316 47.68103014319064, -122.28145121035483 47.680995015811014, -122.28136343361211 47.68095456709569, -122.28128121241184 47.68090910501048, -122.28120540321319 47.68085914159555, -122.28113630997133 47.68080491845447, -122.28107445539139 47.68074684581399, -122.28102030740948 47.68068536302289, -122.28097427565301 47.6806209352279, -122.28093670834224 47.68055404985431, -122.28090788965656 47.680485212918235, -122.28088803758561 47.680414945198116, -122.28087730228087 47.68034377829475)))",,81774.52425119,1185.02889075,10/21/2014 12:00:00 AM +0000,801,View Ridge,Baseball,Grass,No,1,Yes,View Ridge Playfield,701,Ballfield 01,,,,,,,ATHLFLD-VRPF,0,0
499,"MULTIPOLYGON (((-122.29856651264633 47.686577520385384, -122.29856600045653 47.686550098233006, -122.29843850184223 47.686551183383294, -122.29839267983252 47.68652542328144, -122.29839110822735 47.686441242931586, -122.29836721196288 47.68642613824111, -122.29835587853242 47.68642623536781, -122.29835494570311 47.686376283698706, -122.29837287081226 47.68637608113666, -122.29836242337176 47.68595471519564, -122.29842003483817 47.68595069547465, -122.29846536093261 47.68594981494833, -122.29847288066851 47.68594945648206, -122.29848251348676 47.6859494810632, -122.29848252147734 47.68594948096045, -122.29857274581381 47.685953473094344, -122.29866175350084 47.68596421397432, -122.29874844091448 47.685981570422214, -122.29883173319769 47.686005327232, -122.29891059758657 47.68603518983798, -122.29898405621509 47.68607078796687, -122.2990511982391 47.68611168022839, -122.29911119113004 47.68615735958796, -122.29916329099765 47.68620725965295, -122.29920685181413 47.68626076169522, -122.29923429936325 47.68630411943911, -122.29925612854004 47.686348909261625, -122.29927217788673 47.686394799908584, -122.29928232869072 47.686441451983484, -122.29928611684176 47.68647844419931, -122.29928652145682 47.686489196387114, -122.29928660847999 47.6865007802907, -122.29928651734247 47.68650652179796, -122.29928651644204 47.68650653710271, -122.29928601388637 47.686518945425775, -122.29928601323961 47.68651896972324, -122.29928132050603 47.68651899860598, -122.29884206286158 47.68652169510384, -122.29883646434239 47.68652172931984, -122.29883688893591 47.6865388611994, -122.29878538499216 47.68656289959785, -122.29868716878876 47.686564009674115, -122.298687402232 47.68657649129144, -122.29856651264633 47.686577520385384)))",,39959.42975766,814.56777475,10/21/2014 12:00:00 AM +0000,801,Dahl,Baseball,Grass,No,3,Yes,Dahl (Waldo J.) Playfield,681,Dahl Ballfield 03 (NE),,,,,,,ATHLFLD-DAHLPF,0,0
288,"MULTIPOLYGON (((-122.3502899853357 47.724056126598406, -122.35027514323897 47.7240558364448, -122.35027594990302 47.724638427944654, -122.35027175964444 47.72463861592609, -122.35022436040376 47.72463986895169, -122.35020871344251 47.72464000961008, -122.35010173143526 47.724637333365635, -122.34999551011889 47.72462833338733, -122.3498908689356 47.72461307910536, -122.34978861513592 47.72459168819855, -122.34968953755045 47.72456432568643, -122.34959440050373 47.72453120265599, -122.34950393791728 47.72449257463307, -122.34941884764733 47.72444873961088, -122.34933978610097 47.724400035750854, -122.3492673631722 47.72434683877362, -122.3492021375371 47.72428955906032, -122.34914461234415 47.724228638486395, -122.3490952313332 47.72416454701253, -122.3490540468069 47.72409716657281, -122.34902186508565 47.72402759040531, -122.34899893888323 47.72395636495079, -122.34898798191922 47.72390254205472, -122.34898231515497 47.723848348475514, -122.34898196330116 47.72379402069047, -122.3489832757149 47.72377275541603, -122.34974394286043 47.72377083290551, -122.34983598433412 47.723770530132484, -122.34983664765593 47.72375489782325, -122.34996369791125 47.72375407540217, -122.34996359834953 47.72377011043608, -122.34999020976181 47.72377002279668, -122.34999030070871 47.72375547312972, -122.34999042521477 47.723735636920914, -122.3499904256474 47.72373556044849, -122.35011105656947 47.72373552133404, -122.35011115423657 47.723769624167886, -122.35023253863642 47.72376922405702, -122.35027409340888 47.723797673749075, -122.35027232120908 47.723851600027444, -122.3503192978888 47.72385251884927, -122.35031942840793 47.723869123874366, -122.35032014736214 47.723960945382345, -122.35030062295661 47.72396056368647, -122.35030137237419 47.72405634936027, -122.3502899853357 47.724056126598406)))",,82773.8485155,1194.13120751,10/21/2014 12:00:00 AM +0000,801,Bitter Lake,Baseball,Grass,Yes,1,Yes,Bitter Lake Playfield,700,Ballfield 01,,,,,,,ATHLFLD-BTLKPF,0,0
319,"MULTIPOLYGON (((-122.3986540674952 47.641942026965346, -122.39861958507275 47.64191751762248, -122.39849726591282 47.6418305756066, -122.39849904351753 47.6417053867094, -122.39851671569893 47.641690434942035, -122.39851941331452 47.641590241998216, -122.39858035814308 47.64159054577924, -122.39858684820658 47.641279894307466, -122.39861058543566 47.64127871512539, -122.39867143597549 47.64127784434243, -122.39872220413294 47.641279481756634, -122.3987270535886 47.64127975153961, -122.3988173412638 47.64128842806348, -122.39890561772141 47.641303897915556, -122.39899076756971 47.64132596563137, -122.39907171491876 47.64135435238094, -122.39914743697341 47.64138869949146, -122.39921697695607 47.64142857297891, -122.39927945619532 47.64147346903112, -122.39933408522809 47.64152282037302, -122.39936880690043 47.64156154834349, -122.39939777096747 47.64160071189863, -122.39942201903246 47.641641312433705, -122.3994413964693 47.6416830910642, -122.3994574364185 47.64173199693259, -122.39946680506579 47.6417816880328, -122.39946942419417 47.641831749605416, -122.39946862699918 47.64185102598921, -122.39946587157866 47.641877636044086, -122.3990161165716 47.64187942079982, -122.3990152858054 47.64188746315412, -122.39901181536443 47.64192817831252, -122.39886959211232 47.64192679280631, -122.39885193258652 47.641942252741266, -122.3986540674952 47.641942026965346)))",,43249.13573814,843.90362176,10/21/2014 12:00:00 AM +0000,801,Magnolia,Baseball,Grass,Yes,2,Yes,West Magnolia Playfield,740,Ballfield 02,,,,,,,ATHLFLD-WMGLPF-S,0,0
319,"MULTIPOLYGON (((-122.3984486972712 47.645245959457796, -122.39844868138282 47.645232693846346, -122.39845978014081 47.64523274639992, -122.39846015663457 47.645232826688854, -122.39846496203434 47.64523277053071, -122.39847628265305 47.645225023906505, -122.39847661288327 47.64519282908318, -122.39853029880493 47.64515178443171, -122.39859010169653 47.64515195822353, -122.39860304361304 47.645143146636066, -122.39860293866991 47.645127321923226, -122.39869254243142 47.64512758167504, -122.39869238661241 47.64515225505971, -122.39877024792364 47.64515248096544, -122.39877021465766 47.64516344781912, -122.39885050170813 47.645163680802895, -122.39936264597772 47.64516306407578, -122.39936370276968 47.6451753896625, -122.39936456487779 47.64520445720234, -122.39936013614523 47.64525823354624, -122.39934792132765 47.6453114568039, -122.39932803826576 47.645363613408335, -122.39930067879504 47.64541420008355, -122.39926610689533 47.6454627287008, -122.39922465614437 47.645508730988965, -122.39917267345673 47.64555502646878, -122.39911373173761 47.64559734379126, -122.39904849314014 47.6456352075507, -122.39897769056346 47.64566819237308, -122.39890211941899 47.64569592769522, -122.3988226286943 47.645718101928196, -122.39874011141481 47.64573446595801, -122.39865549461042 47.645744835944555, -122.3985697289001 47.6457490953872, -122.39854710195334 47.64574919321774, -122.39850874029537 47.64574838370684, -122.39848707207513 47.64574738340229, -122.39849062153257 47.64540905775004, -122.39849098537347 47.645373601334086, -122.39846013863755 47.645374554326814, -122.39845979389236 47.64529512242005, -122.39844794351258 47.64529468976176, -122.3984486972712 47.645245959457796)))",,38448.35209581,807.84686507,10/21/2014 12:00:00 AM +0000,801,Magnolia,Baseball,Grass,No,3,Yes,West Magnolia Playfield,741,Ballfield 03,,,,,,,ATHLFLD-WMGLPF-N,0,0
431,"MULTIPOLYGON (((-122.29271351071611 47.53913952186863, -122.29280616316683 47.539139614570686, -122.29289819341409 47.53914687409596, -122.29298839647495 47.53916120539312, -122.29307559128824 47.53918242081764, -122.29315863617718 47.53921024258846, -122.29323644379684 47.53924430642488, -122.29330202449073 47.53928046968382, -122.29336167698935 47.53932106782959, -122.29341475048089 47.539365657944266, -122.29346066592494 47.53941375355714, -122.29349892236984 47.539464829951754, -122.29352910241886 47.53951832989012, -122.29355087678462 47.539573669691876, -122.29356400788261 47.539630245602034, -122.29356835242437 47.53968744037771, -122.29356386298188 47.53974463002219, -122.29314038979372 47.53973385301333, -122.29309169063288 47.53973261375088, -122.29308685767408 47.53973974969322, -122.29308046037897 47.539746296920335, -122.29307265119456 47.539752099411764, -122.29306361621339 47.53975701889408, -122.29300706147967 47.539756060426754, -122.29296625532196 47.53976783774796, -122.29292317613663 47.53977499841241, -122.29287895470958 47.53977735445969, -122.29283475181036 47.53977484404579, -122.29279172772218 47.539767533066666, -122.29275101178463 47.539755613428376, -122.29271367274886 47.539739398009644, -122.29268069072316 47.539719312448796, -122.29265495916933 47.539690105461105, -122.29263643073921 47.539658494802374, -122.2926255790816 47.53962528857001, -122.29262268159387 47.53959133564925, -122.29262781233182 47.53955750401194, -122.29264084011827 47.53952465852789, -122.29266143189784 47.53949363885526, -122.29266324164821 47.53946718268109, -122.29269553927578 47.539468766805875, -122.29269770416487 47.539452714436415, -122.2926964172317 47.53945268058663, -122.29271351071611 47.53913952186863)))",,40434.38356441,801.37832033,10/21/2014 12:00:00 AM +0000,801,Van Asselt,Baseball,Grass,No,1,Yes,Van Asselt Playground,1841,Ballfield 01,,,,,,,ATHLFLD-VACC,0,0
439,"MULTIPOLYGON (((-122.25970088297807 47.51354120746003, -122.26003996931937 47.513539632003614, -122.26004187171128 47.51350444214456, -122.26010337098329 47.51349822166988, -122.26033613263756 47.513494797280906, -122.26033622069495 47.5134953785466, -122.26033645049293 47.513495941743365, -122.26033681560527 47.51349647112166, -122.26033730582182 47.51349695187768, -122.26033790743381 47.51349737056723, -122.26033860361748 47.51349771548189, -122.26033937490435 47.51349797697625, -122.26034019972568 47.51349814773772, -122.26034105501572 47.51349822299104, -122.26034191685665 47.51349820063179, -122.26045567940118 47.51349901752059, -122.26055327382286 47.51349971811111, -122.26059668625552 47.51353155250823, -122.26063369349815 47.51355868964681, -122.26063441151315 47.51390151169486, -122.26057529862614 47.51390203413247, -122.26056795277398 47.51412886150987, -122.26052294584089 47.514130277174985, -122.26047360294932 47.5141298779516, -122.2603823046256 47.514123724888506, -122.26029262098217 47.514110610494946, -122.26020570465953 47.51409070332118, -122.26012267272849 47.514064259220184, -122.26004459233224 47.514031618059036, -122.25997246697018 47.51399319935044, -122.2599072236003 47.51394949686069, -122.25984970072543 47.51390107226309, -122.25980063761692 47.513848547918855, -122.25976066481397 47.51379259887787, -122.25973486016998 47.513744287848525, -122.25971584333743 47.51369455256059, -122.25970378126893 47.51364382970168, -122.25969877985163 47.5135925646292, -122.25970088297807 47.51354120746003)))",,41903.94047395,819.54451031,10/21/2014 12:00:00 AM +0000,801,Hutchinson,Baseball,Grass,No,1,Yes,Fred Hutchinson Playfield,1821,Ballfield 01,,,,,,,ATHLFLD-HUTPG,0,0
423,"MULTIPOLYGON (((-122.28547520238449 47.56186623649652, -122.28537140296918 47.5614551831084, -122.2853694655583 47.561385689633354, -122.28536657121808 47.56137516622348, -122.28536495092175 47.561312708950595, -122.28536490451522 47.561310949030386, -122.28536453760005 47.56129683452905, -122.2853647493563 47.561286171590055, -122.28530635777888 47.56128470439176, -122.28530456179438 47.56118652723326, -122.28526270637117 47.561161270348705, -122.28526026296295 47.5610217487475, -122.28529792157835 47.560979990619174, -122.28542984652105 47.56089056417559, -122.28552807489359 47.560889858164984, -122.28553553032152 47.56087959207271, -122.28559445494149 47.56088198432139, -122.2856564034136 47.560881717379715, -122.2856612234419 47.560887946689306, -122.28565377970877 47.56088895577841, -122.28569852185377 47.56091135539885, -122.28584041550646 47.560910586026644, -122.28584225399655 47.56094972743169, -122.28585513440264 47.56094946479999, -122.28590332921559 47.560948692462304, -122.28599819450207 47.56094624511646, -122.28599964626817 47.56094589959261, -122.28600103096073 47.56094544511204, -122.2865743129287 47.560973854493525, -122.28669547617442 47.56102447052561, -122.28669363568947 47.56109300686928, -122.28668336979278 47.561161201426636, -122.28666474976433 47.56122858047888, -122.286637904918 47.56129467597037, -122.28660302170417 47.56135902876009, -122.28656034241524 47.56142119181126, -122.28651055179387 47.561480313503715, -122.28645371033335 47.5615364465378, -122.28639020719322 47.56158920658231, -122.28631098978609 47.561644307271905, -122.28622451672518 47.561694160138785, -122.28613154369638 47.56173832950872, -122.28603288319638 47.56177642937561, -122.28592939743213 47.5618081267754, -122.28582199078497 47.56183314469614, -122.2857116019064 47.56185126449928, -122.28564374097077 47.56185881165213, -122.28557535788964 47.561863748037716, -122.28550367378558 47.561866098607226, -122.28547520238449 47.56186623649652)))",,91996.91657579,1214.57466195,10/21/2014 12:00:00 AM +0000,801,Rainier,Baseball,Grass,Yes,1,Yes,Rainier Playfield,1941,Ballfield 01,,,,,,,ATHLFLD-RAPF,0,0
114,"MULTIPOLYGON (((-122.31117421842288 47.565763066850685, -122.31116490760844 47.56509362825807, -122.31110118207086 47.565094034688954, -122.31110001570879 47.565010209499675, -122.31109328133151 47.564992995261775, -122.31109072722447 47.564975271918634, -122.31109241994669 47.56495750136273, -122.31109831537941 47.56494014671642, -122.31110825987656 47.564923660262544, -122.31112199426919 47.56490847165739, -122.31113916062017 47.56489497673339, -122.31115931155259 47.56488352718348, -122.31118192190911 47.56487442139559, -122.31120640243802 47.56486789667648, -122.3112321151497 47.56486412306737, -122.31136412375947 47.564867868429786, -122.31155936715713 47.56487340659796, -122.31155733211487 47.56490627578786, -122.31241547433709 47.56493061569232, -122.31241530489737 47.564933354491565, -122.31241463730973 47.564944153025095, -122.31240137988408 47.565158298970374, -122.31236660140024 47.56523096861355, -122.31232201139859 47.565301140941216, -122.31226799449104 47.56536821061966, -122.31220860353494 47.565428310685114, -122.31214164302449 47.56548464806451, -122.31206763046521 47.565536787333535, -122.31198713787215 47.56558432551319, -122.31190078734912 47.56562689518485, -122.31180924628038 47.56566416733014, -122.31171322217241 47.565695853874345, -122.31161345718529 47.56572170991309, -122.31151072239591 47.565741535605476, -122.31140581183791 47.56575517771887, -122.3112995363637 47.56576253081334, -122.31125255031813 47.56576375784745, -122.31117421842288 47.565763066850685)))",,80230.59086272,1154.84952,10/21/2014 12:00:00 AM +0000,801,Jefferson,Baseball,Synthetic,Yes,1,Yes,Jefferson Park,1893,Ballfield 01,,,,,,,ATHLFLD-JEFFPK-S,0,0
3703,"MULTIPOLYGON (((-122.41574130900963 47.575063980743046, -122.41569237406496 47.575035743194036, -122.415670904605 47.57502335540887, -122.41566391882998 47.57499913478322, -122.4156668808265 47.57491662738812, -122.41567180053981 47.57489858526377, -122.41568202668778 47.57487518308293, -122.41569085064202 47.57485708662659, -122.41569202669852 47.57484438371003, -122.41569168947268 47.57483328699632, -122.41569452462136 47.57482373217965, -122.4157005629246 47.57481677589403, -122.41571139792556 47.57481345302555, -122.4157340754926 47.57481419540107, -122.41573994461493 47.574698871407, -122.41574271067836 47.5745328425933, -122.4157439087017 47.57445419575484, -122.4157441801437 47.5744363118753, -122.41574425728167 47.57443132596432, -122.41575685081249 47.574430795352264, -122.41582899297185 47.57443031415361, -122.41590091240975 47.57443417737694, -122.41590767340388 47.57443433607318, -122.41595626344713 47.57443947498182, -122.41597414552776 47.574442664467945, -122.4160592450003 47.57445860180731, -122.41614127647489 47.574480710742975, -122.41621926578077 47.57450872871989, -122.41629228674607 47.57454232300963, -122.41635947219581 47.57458109466129, -122.41642002424996 47.57462458323903, -122.41647322379858 47.57467227228955, -122.4164780968836 47.574677236061135, -122.4164797827691 47.57467899025347, -122.41648289127598 47.574682235114004, -122.41648486973793 47.57468434238501, -122.4164870130515 47.574686624587514, -122.4164866217722 47.57468621710605, -122.41653047680093 47.57473978001643, -122.41656523138579 47.57479631826983, -122.41659045193748 47.574855126558695, -122.41660582379906 47.57491547125458, -122.41661115517277 47.57497659955995, -122.4166096564191 47.575011660512935, -122.41660484790687 47.57504658487735, -122.41646778990683 47.575043875393, -122.41622105058053 47.57504136387315, -122.41620406743348 47.575041600287044, -122.41616124224896 47.57503981690799, -122.41612190201447 47.57503997318103, -122.41608157013101 47.575040133347635, -122.41607453064786 47.57504000012807, -122.41607455278887 47.57504072851844, -122.41607478721025 47.57504844046386, -122.41605113172875 47.575048769728795, -122.41604904622315 47.575055080858284, -122.41593484969543 47.57505391115038, -122.4159117294214 47.57507184944895, -122.41579289704768 47.57507094113738, -122.41578049161129 47.57506428020806, -122.41574130900963 47.575063980743046)))",,41383.48339477,823.43078404,10/21/2014 12:00:00 AM +0000,801,Bar-S,Baseball,Grass,No,1,No,Bar-S Playground,895,Ballfield 01,,,,,,,ATHLFLD-BARSPG-1,0,0
4486,"MULTIPOLYGON (((-122.2944007537402 47.62648247300968, -122.29436071799896 47.62655198040873, -122.29431153142178 47.62661874981163, -122.294253598561 47.62668223200328, -122.29418739591702 47.62674190480575, -122.29411346801965 47.626797277373775, -122.29403242294934 47.62684789423269, -122.29394492733583 47.62689333902528, -122.29385170087463 47.62693323793694, -122.29375351040694 47.626967262771, -122.29365116361151 47.62699513364858, -122.29354550236029 47.62701662131113, -122.29342242428856 47.62674956922481, -122.29340310282217 47.62675348113638, -122.2933751778437 47.62675913437598, -122.29337417220644 47.62675933799039, -122.29337068948868 47.62675155525629, -122.29336366294346 47.62673585113394, -122.29335315366471 47.62671236337717, -122.29338071963261 47.62670482469113, -122.29339944293204 47.626699704198764, -122.29334026803487 47.626571305174224, -122.29332145157302 47.626575238482566, -122.29331460114898 47.626560260773374, -122.29330264405574 47.62653411617708, -122.2932563055979 47.626515146962106, -122.29324416991783 47.62648918097204, -122.29323195772263 47.62646304863686, -122.29321957709544 47.62643655682221, -122.29318447520738 47.62641563886503, -122.29318422891451 47.62641549269052, -122.29317219401325 47.62638951190695, -122.29316902949965 47.626382681359466, -122.29314625311045 47.626333514445506, -122.2931358373566 47.626311029423285, -122.2931237162111 47.62628486622314, -122.2931236339849 47.62628468645838, -122.29314234867272 47.62625218773441, -122.29314247297894 47.626251970236495, -122.29313045232196 47.62622602075238, -122.29312323935606 47.626210449449474, -122.2931505284877 47.62617498812813, -122.2931692771739 47.626150625831926, -122.29317814631058 47.62613910157196, -122.29320091947862 47.62613424312766, -122.29323959125334 47.62612599258462, -122.2932685626672 47.62609689860535, -122.29330722586678 47.626088628357635, -122.29334588902874 47.62608035719754, -122.2933845535087 47.62607208600724, -122.2934232166714 47.626063815720144, -122.29346187979657 47.62605554452063, -122.29348961433973 47.6260600924475, -122.29350752508856 47.626062726103065, -122.29350767784078 47.62606304799899, -122.29354634820896 47.62605479826805, -122.29358501723459 47.626046548541055, -122.29362364390782 47.626038307440545, -122.2936735325573 47.62605353720149, -122.2937317171435 47.626041142675675, -122.29373793473593 47.62605448041536, -122.29420288405935 47.625955435123025, -122.2944007537402 47.62648247300968)))",,79944.68410451,1149.26626348,11/12/2014 12:00:00 AM +0000,801,Washington Park,Baseball,Synthetic,Yes,1,Yes,Washington Park,1833,Ballfield 01,,,,,,,ATHLFLD-WAPK,0,0
251,"MULTIPOLYGON (((-122.37706290486504 47.69481540687164, -122.37738330182502 47.69481358382129, -122.3773838986498 47.69483653302399, -122.37790408663803 47.69483807134434, -122.37790498869963 47.69485084265757, -122.37790550638627 47.69487295988909, -122.37790006743327 47.69493395595466, -122.37788460891682 47.69499416461003, -122.37785932280842 47.695052838020466, -122.37782452314816 47.69510924741756, -122.37778064214557 47.69516269215141, -122.37772822481254 47.69521250839349, -122.37766792219486 47.69525807738234, -122.37760048328637 47.69529883310958, -122.37752674572614 47.69533426935072, -122.37744977678052 47.69536323923571, -122.37736861168112 47.695386408414045, -122.3772842060602 47.695403504092056, -122.37719755370738 47.69541432498511, -122.37710967486771 47.695418743687874, -122.37709795977469 47.69541884569346, -122.37708868144784 47.695418844522116, -122.37706385289844 47.695418491714335, -122.37703721567993 47.69541754086467, -122.37703718920744 47.69541472182855, -122.37703396326637 47.69507406227299, -122.37702586111362 47.69506951560304, -122.37699328542291 47.69506992083337, -122.37699139364246 47.694864418518826, -122.376992419967 47.69485597259028, -122.37699559662228 47.69484777416194, -122.37700082766841 47.69484007083659, -122.37700795512046 47.694833095264144, -122.37701676371996 47.69482705811541, -122.377026987436 47.69482214171961, -122.3770383174997 47.69481849455779, -122.37705041172943 47.6948162267786, -122.37706290486504 47.69481540687164)))",,38494.57487586,793.96959965,10/21/2014 12:00:00 AM +0000,801,Soundview,Baseball,Grass,No,3,Yes,Soundview Playfield,716,Ballfield 03,,,,,,,ATHLFLD-SVPF-U,0,0
463,"MULTIPOLYGON (((-122.34923455254774 47.5374263752916, -122.3497068618798 47.537428717633205, -122.34970613801183 47.53738608566506, -122.3498666359198 47.53738534168804, -122.34988430693754 47.53737182396189, -122.35010365142729 47.537371343176076, -122.35020797412339 47.53744439799997, -122.3502086440606 47.53759153777783, -122.35018787756776 47.53760509597735, -122.35018950247775 47.537714125315745, -122.35012448184183 47.537714584851436, -122.35012334036757 47.53803531284656, -122.35005471294431 47.53803820625482, -122.34996269074033 47.53803588825811, -122.34987751433367 47.53802733103969, -122.34979416162612 47.538012696734725, -122.34971357536057 47.53799215086173, -122.34963666698788 47.53796592580064, -122.34956430635717 47.53793431816426, -122.34949731187733 47.53789768544333, -122.34943644125994 47.53785644196271, -122.34938238294954 47.5378110541951, -122.34933574833728 47.53776203548465, -122.34929706484634 47.53770994024071, -122.34926998508234 47.53766209054198, -122.34924962023712 47.53761273785235, -122.34923614817029 47.5375623132481, -122.34922968653464 47.53751125716705, -122.34923029174902 47.53746001556137, -122.34923455254774 47.5374263752916)))",,44589.40536863,861.67964771,10/21/2014 12:00:00 AM +0000,801,Riverview,Baseball,Grass,No,2,Yes,Riverview Playfield,1905,Ballfield 02,,,,,,,ATHLFLD-RVPF-C,0,0
